,LAW_CAT_CD,OFNS_DESC,YEAR,CMPLNT_NUM
432,MISDEMEANOR,ENDAN WELFARE INCOMP,2014.0,11
433,MISDEMEANOR,ENDAN WELFARE INCOMP,2015.0,12
434,MISDEMEANOR,ENDAN WELFARE INCOMP,2016.0,14
435,MISDEMEANOR,ENDAN WELFARE INCOMP,2017.0,15
436,MISDEMEANOR,ESCAPE 3,2006.0,19
437,MISDEMEANOR,ESCAPE 3,2007.0,33
438,MISDEMEANOR,ESCAPE 3,2008.0,23
439,MISDEMEANOR,ESCAPE 3,2009.0,22
440,MISDEMEANOR,ESCAPE 3,2010.0,15
441,MISDEMEANOR,ESCAPE 3,2011.0,11
442,MISDEMEANOR,ESCAPE 3,2012.0,11
443,MISDEMEANOR,ESCAPE 3,2013.0,10
444,MISDEMEANOR,ESCAPE 3,2014.0,9
445,MISDEMEANOR,ESCAPE 3,2015.0,14
446,MISDEMEANOR,ESCAPE 3,2016.0,8
447,MISDEMEANOR,ESCAPE 3,2017.0,10
448,MISDEMEANOR,FORTUNE TELLING,2006.0,2
449,MISDEMEANOR,FORTUNE TELLING,2007.0,2
450,MISDEMEANOR,FORTUNE TELLING,2010.0,3
451,MISDEMEANOR,FORTUNE TELLING,2012.0,3
452,MISDEMEANOR,FORTUNE TELLING,2015.0,1
453,MISDEMEANOR,FRAUDS,2006.0,2694
454,MISDEMEANOR,FRAUDS,2007.0,2611
455,MISDEMEANOR,FRAUDS,2008.0,2931
456,MISDEMEANOR,FRAUDS,2009.0,2943
457,MISDEMEANOR,FRAUDS,2010.0,3047
458,MISDEMEANOR,FRAUDS,2011.0,3192
459,MISDEMEANOR,FRAUDS,2012.0,3524
460,MISDEMEANOR,FRAUDS,2013.0,3330
461,MISDEMEANOR,FRAUDS,2014.0,3782
462,MISDEMEANOR,FRAUDS,2015.0,3524
463,MISDEMEANOR,FRAUDS,2016.0,3251
464,MISDEMEANOR,FRAUDS,2017.0,2561
465,MISDEMEANOR,FRAUDULENT ACCOSTING,2006.0,296
466,MISDEMEANOR,FRAUDULENT ACCOSTING,2007.0,235
467,MISDEMEANOR,FRAUDULENT ACCOSTING,2008.0,299
468,MISDEMEANOR,FRAUDULENT ACCOSTING,2009.0,306
469,MISDEMEANOR,FRAUDULENT ACCOSTING,2010.0,312
470,MISDEMEANOR,FRAUDULENT ACCOSTING,2011.0,292
471,MISDEMEANOR,FRAUDULENT ACCOSTING,2012.0,297
472,MISDEMEANOR,FRAUDULENT ACCOSTING,2013.0,187
473,MISDEMEANOR,FRAUDULENT ACCOSTING,2014.0,247
474,MISDEMEANOR,FRAUDULENT ACCOSTING,2015.0,172
475,MISDEMEANOR,FRAUDULENT ACCOSTING,2016.0,215
476,MISDEMEANOR,FRAUDULENT ACCOSTING,2017.0,186
477,MISDEMEANOR,GAMBLING,2006.0,161
478,MISDEMEANOR,GAMBLING,2007.0,208
479,MISDEMEANOR,GAMBLING,2008.0,184
480,MISDEMEANOR,GAMBLING,2009.0,196
481,MISDEMEANOR,GAMBLING,2010.0,179
482,MISDEMEANOR,GAMBLING,2011.0,148
483,MISDEMEANOR,GAMBLING,2012.0,181
484,MISDEMEANOR,GAMBLING,2013.0,124
485,MISDEMEANOR,GAMBLING,2014.0,182
486,MISDEMEANOR,GAMBLING,2015.0,340
487,MISDEMEANOR,GAMBLING,2016.0,264
488,MISDEMEANOR,GAMBLING,2017.0,242
489,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2006.0,7591
490,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2007.0,8650
491,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2008.0,8282
492,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2009.0,7690
493,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2010.0,6698
494,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2011.0,6027
495,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2012.0,6727
496,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2013.0,8236
497,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2014.0,7876
498,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2015.0,5933
499,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2016.0,5957
500,MISDEMEANOR,INTOXICATED & IMPAIRED DRIVING,2017.0,5647
501,MISDEMEANOR,JOSTLING,2006.0,23
502,MISDEMEANOR,JOSTLING,2007.0,15
503,MISDEMEANOR,JOSTLING,2008.0,27
504,MISDEMEANOR,JOSTLING,2009.0,28
505,MISDEMEANOR,JOSTLING,2010.0,19
506,MISDEMEANOR,JOSTLING,2011.0,33
507,MISDEMEANOR,JOSTLING,2012.0,47
508,MISDEMEANOR,JOSTLING,2013.0,30
509,MISDEMEANOR,JOSTLING,2014.0,39
510,MISDEMEANOR,JOSTLING,2015.0,38
511,MISDEMEANOR,JOSTLING,2016.0,49
512,MISDEMEANOR,JOSTLING,2017.0,38
513,MISDEMEANOR,LOITERING FOR DRUG PURPOSES,2006.0,4
514,MISDEMEANOR,LOITERING FOR DRUG PURPOSES,2007.0,4
515,MISDEMEANOR,LOITERING FOR DRUG PURPOSES,2008.0,10
516,MISDEMEANOR,LOITERING FOR DRUG PURPOSES,2009.0,2
517,MISDEMEANOR,LOITERING FOR DRUG PURPOSES,2010.0,2
518,MISDEMEANOR,LOITERING FOR DRUG PURPOSES,2014.0,1
519,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2006.0,2
520,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2007.0,4
521,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2008.0,7
522,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2009.0,1
523,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2010.0,2
524,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2011.0,2
525,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2012.0,1
526,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2013.0,9
527,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2014.0,7
528,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2015.0,9
529,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2016.0,2
530,MISDEMEANOR,NEW YORK CITY HEALTH CODE,2017.0,4
531,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2006.0,33891
532,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2007.0,33215
533,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2008.0,31208
534,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2009.0,30924
535,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2010.0,30286
536,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2011.0,28020
537,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2012.0,27413
538,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2013.0,26966
539,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2014.0,19686
540,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2015.0,20852
541,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2016.0,22693
542,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,2017.0,21095
543,MISDEMEANOR,OFFENSES AGAINST MARRIAGE UNCL,2008.0,1
544,MISDEMEANOR,OFFENSES AGAINST MARRIAGE UNCL,2009.0,1
545,MISDEMEANOR,OFFENSES AGAINST MARRIAGE UNCL,2012.0,1
546,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2006.0,5606
547,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2007.0,9658
548,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2008.0,10386
549,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2009.0,11196
550,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2010.0,11155
551,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2011.0,11056
552,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2012.0,10718
553,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2013.0,10683
554,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2014.0,10295
555,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2015.0,9423
556,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2016.0,8890
557,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,2017.0,7937
558,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2006.0,51
559,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2007.0,50
560,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2008.0,53
561,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2009.0,79
562,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2010.0,110
563,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2011.0,88
564,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2012.0,105
565,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2013.0,96
566,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2014.0,107
567,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2015.0,71
568,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2016.0,56
569,MISDEMEANOR,OFFENSES AGAINST PUBLIC SAFETY,2017.0,47
570,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2006.0,1152
571,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2007.0,1275
572,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2008.0,1150
573,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2009.0,1127
574,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2010.0,1196
575,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2011.0,1200
576,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2012.0,1240
577,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2013.0,1367
578,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2014.0,1341
579,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2015.0,1287
580,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2016.0,1236
581,MISDEMEANOR,OFFENSES AGAINST THE PERSON,2017.0,1327
582,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2006.0,1996
583,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2007.0,1803
584,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2008.0,1703
585,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2009.0,2051
586,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2010.0,2288
587,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2011.0,1971
588,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2012.0,1676
589,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2013.0,1525
590,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2014.0,1521
591,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2015.0,1183
592,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2016.0,1238
593,MISDEMEANOR,OFFENSES INVOLVING FRAUD,2017.0,1151
594,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2006.0,32
595,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2007.0,194
596,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2008.0,49
597,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2009.0,119
598,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2010.0,156
599,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2011.0,173
600,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2012.0,182
601,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2013.0,156
602,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2014.0,136
603,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2015.0,145
604,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2016.0,107
605,MISDEMEANOR,OFFENSES RELATED TO CHILDREN,2017.0,61
606,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2006.0,480
607,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2007.0,660
608,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2008.0,735
609,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2009.0,859
610,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2010.0,959
611,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2011.0,917
612,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2012.0,1070
613,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2013.0,1130
614,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2014.0,1341
615,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2015.0,1522
616,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2016.0,1718
617,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,2017.0,1491
618,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2006.0,678
619,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2007.0,794
620,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2008.0,521
621,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2009.0,581
622,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2010.0,581
623,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2011.0,610
624,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2012.0,449
625,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2013.0,396
626,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2014.0,558
627,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2015.0,337
628,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2016.0,234
629,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LA,2017.0,280
630,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LAW),2012.0,3
631,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LAW),2015.0,1
632,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LAW),2016.0,5
633,MISDEMEANOR,OTHER STATE LAWS (NON PENAL LAW),2017.0,1
634,MISDEMEANOR,PETIT LARCENY,2006.0,80687
635,MISDEMEANOR,PETIT LARCENY,2007.0,79966
636,MISDEMEANOR,PETIT LARCENY,2008.0,82981
637,MISDEMEANOR,PETIT LARCENY,2009.0,80648
638,MISDEMEANOR,PETIT LARCENY,2010.0,81405
639,MISDEMEANOR,PETIT LARCENY,2011.0,81135
640,MISDEMEANOR,PETIT LARCENY,2012.0,83162
641,MISDEMEANOR,PETIT LARCENY,2013.0,85156
642,MISDEMEANOR,PETIT LARCENY,2014.0,85080
643,MISDEMEANOR,PETIT LARCENY,2015.0,81620
644,MISDEMEANOR,PETIT LARCENY,2016.0,81183
645,MISDEMEANOR,PETIT LARCENY,2017.0,82018
646,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2006.0,172
647,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2007.0,128
648,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2008.0,103
649,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2009.0,79
650,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2010.0,57
651,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2011.0,67
652,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2012.0,66
653,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2013.0,83
654,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2014.0,76
655,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2015.0,73
656,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2016.0,37
657,MISDEMEANOR,PETIT LARCENY OF MOTOR VEHICLE,2017.0,54
658,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2006.0,2000
659,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2007.0,1880
660,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2008.0,1808
661,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2009.0,2020
662,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2010.0,2244
663,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2011.0,2844
664,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2012.0,2663
665,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2013.0,2323
666,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2014.0,1458
667,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2015.0,1130
668,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2016.0,925
669,MISDEMEANOR,POSSESSION OF STOLEN PROPERTY,2017.0,948
670,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2006.0,32
671,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2007.0,87
672,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2008.0,66
673,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2009.0,59
674,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2010.0,73
675,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2011.0,66
676,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2012.0,71
677,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2013.0,53
678,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2014.0,114
679,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2015.0,99
680,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2016.0,114
681,MISDEMEANOR,PROSTITUTION & RELATED OFFENSES,2017.0,32
682,MISDEMEANOR,SEX CRIMES,2006.0,4826
683,MISDEMEANOR,SEX CRIMES,2007.0,4452
684,MISDEMEANOR,SEX CRIMES,2008.0,4311
685,MISDEMEANOR,SEX CRIMES,2009.0,4483
686,MISDEMEANOR,SEX CRIMES,2010.0,4414
687,MISDEMEANOR,SEX CRIMES,2011.0,4589
688,MISDEMEANOR,SEX CRIMES,2012.0,4342
689,MISDEMEANOR,SEX CRIMES,2013.0,3909
690,MISDEMEANOR,SEX CRIMES,2014.0,4166
691,MISDEMEANOR,SEX CRIMES,2015.0,4483
692,MISDEMEANOR,SEX CRIMES,2016.0,4799
693,MISDEMEANOR,SEX CRIMES,2017.0,4897
694,MISDEMEANOR,THEFT OF SERVICES,2007.0,11
695,MISDEMEANOR,THEFT OF SERVICES,2008.0,32
696,MISDEMEANOR,THEFT OF SERVICES,2009.0,40
697,MISDEMEANOR,THEFT OF SERVICES,2010.0,321
698,MISDEMEANOR,THEFT OF SERVICES,2011.0,325
699,MISDEMEANOR,THEFT OF SERVICES,2012.0,637
700,MISDEMEANOR,THEFT OF SERVICES,2013.0,553
701,MISDEMEANOR,THEFT OF SERVICES,2014.0,424
702,MISDEMEANOR,THEFT OF SERVICES,2015.0,479
703,MISDEMEANOR,THEFT OF SERVICES,2016.0,502
704,MISDEMEANOR,THEFT OF SERVICES,2017.0,286
705,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2006.0,1303
706,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2007.0,1307
707,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2008.0,1185
708,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2009.0,1171
709,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2010.0,1311
710,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2011.0,1311
711,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2012.0,1411
712,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2013.0,1531
713,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2014.0,1709
714,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2015.0,1650
715,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2016.0,1795
716,MISDEMEANOR,UNAUTHORIZED USE OF A VEHICLE,2017.0,1552
717,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2006.0,5983
718,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2007.0,5520
719,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2008.0,5237
720,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2009.0,6162
721,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2010.0,6622
722,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2011.0,5822
723,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2012.0,5570
724,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2013.0,6087
725,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2014.0,5839
726,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2015.0,6278
727,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2016.0,6573
728,MISDEMEANOR,VEHICLE AND TRAFFIC LAWS,2017.0,6435
729,VIOLATION,ADMINISTRATIVE CODE,2006.0,150
730,VIOLATION,ADMINISTRATIVE CODE,2007.0,162
731,VIOLATION,ADMINISTRATIVE CODE,2008.0,149
732,VIOLATION,ADMINISTRATIVE CODE,2009.0,231
733,VIOLATION,ADMINISTRATIVE CODE,2010.0,157
734,VIOLATION,ADMINISTRATIVE CODE,2011.0,172
735,VIOLATION,ADMINISTRATIVE CODE,2012.0,141
736,VIOLATION,ADMINISTRATIVE CODE,2013.0,106
737,VIOLATION,ADMINISTRATIVE CODE,2014.0,86
738,VIOLATION,ADMINISTRATIVE CODE,2015.0,90
739,VIOLATION,ADMINISTRATIVE CODE,2016.0,65
740,VIOLATION,ADMINISTRATIVE CODE,2017.0,54
741,VIOLATION,ADMINISTRATIVE CODES,2006.0,2
742,VIOLATION,ADMINISTRATIVE CODES,2007.0,2
743,VIOLATION,ADMINISTRATIVE CODES,2008.0,4
744,VIOLATION,ADMINISTRATIVE CODES,2010.0,2
745,VIOLATION,ADMINISTRATIVE CODES,2011.0,1
746,VIOLATION,ADMINISTRATIVE CODES,2012.0,4
747,VIOLATION,ADMINISTRATIVE CODES,2013.0,1
748,VIOLATION,ADMINISTRATIVE CODES,2015.0,2
749,VIOLATION,ADMINISTRATIVE CODES,2016.0,1
750,VIOLATION,DISORDERLY CONDUCT,2008.0,80
751,VIOLATION,DISORDERLY CONDUCT,2009.0,181
752,VIOLATION,DISORDERLY CONDUCT,2010.0,162
753,VIOLATION,DISORDERLY CONDUCT,2011.0,119
754,VIOLATION,DISORDERLY CONDUCT,2012.0,98
755,VIOLATION,DISORDERLY CONDUCT,2013.0,87
756,VIOLATION,DISORDERLY CONDUCT,2014.0,47
757,VIOLATION,DISORDERLY CONDUCT,2015.0,56
758,VIOLATION,DISORDERLY CONDUCT,2016.0,72
759,VIOLATION,DISORDERLY CONDUCT,2017.0,29
760,VIOLATION,HARRASSMENT 2,2006.0,68767
761,VIOLATION,HARRASSMENT 2,2007.0,65113
762,VIOLATION,HARRASSMENT 2,2008.0,61008
763,VIOLATION,HARRASSMENT 2,2009.0,58521
764,VIOLATION,HARRASSMENT 2,2010.0,57327
765,VIOLATION,HARRASSMENT 2,2011.0,54236
766,VIOLATION,HARRASSMENT 2,2012.0,57021
767,VIOLATION,HARRASSMENT 2,2013.0,57638
768,VIOLATION,HARRASSMENT 2,2014.0,62025
769,VIOLATION,HARRASSMENT 2,2015.0,62250
770,VIOLATION,HARRASSMENT 2,2016.0,65807
771,VIOLATION,HARRASSMENT 2,2017.0,65421
772,VIOLATION,LOITERING,2006.0,1
773,VIOLATION,LOITERING,2007.0,1
774,VIOLATION,LOITERING,2008.0,7
775,VIOLATION,LOITERING,2009.0,3
776,VIOLATION,LOITERING,2010.0,1
777,VIOLATION,LOITERING,2011.0,2
778,VIOLATION,LOITERING,2012.0,3
779,VIOLATION,LOITERING,2013.0,1
780,VIOLATION,LOITERING,2015.0,1
781,VIOLATION,LOITERING,2016.0,1
782,VIOLATION,LOITERING,2017.0,2
783,VIOLATION,LOITERING/DEVIATE SEX,2006.0,2
784,VIOLATION,LOITERING/DEVIATE SEX,2008.0,1
785,VIOLATION,LOITERING/DEVIATE SEX,2009.0,13
786,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2006.0,34
787,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2007.0,49
788,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2008.0,24
789,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2009.0,29
790,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2010.0,16
791,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2011.0,16
792,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2012.0,9
793,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2013.0,12
794,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2014.0,5
795,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2015.0,13
796,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2016.0,10
797,VIOLATION,"LOITERING/GAMBLING (CARDS, DIC",2017.0,17
798,VIOLATION,MISCELLANEOUS PENAL LAW,2006.0,684
799,VIOLATION,MISCELLANEOUS PENAL LAW,2007.0,776
800,VIOLATION,MISCELLANEOUS PENAL LAW,2008.0,771
801,VIOLATION,MISCELLANEOUS PENAL LAW,2009.0,861
802,VIOLATION,MISCELLANEOUS PENAL LAW,2010.0,901
803,VIOLATION,MISCELLANEOUS PENAL LAW,2011.0,855
804,VIOLATION,MISCELLANEOUS PENAL LAW,2012.0,899
805,VIOLATION,MISCELLANEOUS PENAL LAW,2013.0,913
806,VIOLATION,MISCELLANEOUS PENAL LAW,2014.0,800
807,VIOLATION,MISCELLANEOUS PENAL LAW,2015.0,789
808,VIOLATION,MISCELLANEOUS PENAL LAW,2016.0,774
809,VIOLATION,MISCELLANEOUS PENAL LAW,2017.0,717
810,VIOLATION,NEW YORK CITY HEALTH CODE,2006.0,6
811,VIOLATION,NEW YORK CITY HEALTH CODE,2007.0,5
812,VIOLATION,NEW YORK CITY HEALTH CODE,2008.0,1
813,VIOLATION,NEW YORK CITY HEALTH CODE,2009.0,5
814,VIOLATION,NEW YORK CITY HEALTH CODE,2010.0,2
815,VIOLATION,NEW YORK CITY HEALTH CODE,2011.0,4
816,VIOLATION,NEW YORK CITY HEALTH CODE,2013.0,1
817,VIOLATION,NEW YORK CITY HEALTH CODE,2014.0,5
818,VIOLATION,NEW YORK CITY HEALTH CODE,2015.0,2
819,VIOLATION,NEW YORK CITY HEALTH CODE,2016.0,2
820,VIOLATION,NEW YORK CITY HEALTH CODE,2017.0,2
821,VIOLATION,NYS LAWS-UNCLASSIFIED VIOLATION,2015.0,6
822,VIOLATION,NYS LAWS-UNCLASSIFIED VIOLATION,2016.0,14
823,VIOLATION,NYS LAWS-UNCLASSIFIED VIOLATION,2017.0,6
824,VIOLATION,OTHER STATE LAWS,2006.0,25
825,VIOLATION,OTHER STATE LAWS,2007.0,42
826,VIOLATION,OTHER STATE LAWS,2008.0,20
827,VIOLATION,OTHER STATE LAWS,2009.0,22
828,VIOLATION,OTHER STATE LAWS,2010.0,40
829,VIOLATION,OTHER STATE LAWS,2011.0,19
